Sale_id,bbl_id,year,nbhd,bldg_ctgy,tax_cls_p,block,lot,zip,res_unit,com_unit,tot_unit,land_sqft,tot_sqft,yr_built,tax_cls_s,bldg_cls_s,sale_date,price,long,lat,airport,atm,bank,bar,book_store,bus_station,cafe,church,city_hall,doctor,fire_station,gas_station,gym,hospital,library,lodging,mosque,movie_theater,museum,night_club,park,parking,police,restaurant,school,shopping_mall,store,supermarket,train_station,auth_search,quarter,month,Unemployment_rate,Mortgage_rate,gdp,real_estate_output,days_since_start_datset,days_since_lehman_brothers,days_since_hurricane_sandy
70412,55306107,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5306,107,10308,1,0,1,3375,1139,1940,1,A1,39970,275000.0,-74.1458633683,40.5386197463,0.0,7.0,2.0,6.0,0.0,8.0,2.0,2.0,0.0,23.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,49.0,0.0,0.0,False,Q_2,June,9.5,5.42,14355.6,2559.4,2347,264,-1241
70413,55306113,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5306,113,10308,1,0,1,3375,2320,2009,1,A5,40094,524398.0,-74.1457344243,40.5388834124,0.0,7.0,2.0,6.0,0.0,8.0,2.0,2.0,0.0,23.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,49.0,0.0,0.0,False,Q_4,October,10.0,4.952,14541.9,2559.4,2471,388,-1117
70414,55306113,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5306,113,10308,1,0,1,3375,2320,2009,1,A5,39877,499990.0,-74.1457344243,40.5388834124,0.0,7.0,2.0,6.0,0.0,8.0,2.0,2.0,0.0,23.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,49.0,0.0,0.0,False,Q_1,March,8.7,5.0025,14375.0,2559.4,2254,171,-1334
70415,55306114,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5306,114,10308,1,0,1,3375,2320,2009,1,A5,40092,524398.0,-74.1457992857,40.5389299919,0.0,7.0,2.0,6.0,0.0,8.0,2.0,2.0,0.0,23.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,49.0,0.0,0.0,False,Q_4,October,10.0,4.952,14541.9,2559.4,2469,386,-1119
70416,55306132,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5306,132,10308,1,0,1,3431,1470,1960,1,A5,40014,420000.0,-74.1466777403,40.5392033546,0.0,7.0,2.0,6.0,0.0,8.0,2.0,2.0,0.0,24.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,50.5,0.0,0.0,False,Q_3,July,9.5,5.222,14402.5,2559.4,2391,308,-1197
70417,5530715,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5307,15,10308,1,0,1,2600,1188,1930,1,A2,39933,325000.0,-74.1473083059,40.5396362283,0.0,7.0,2.0,6.5,0.0,8.5,2.0,2.0,0.0,24.0,1.0,3.5,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,52.5,0.0,0.0,False,Q_2,April,9.0,4.81,14355.6,2559.4,2310,227,-1278
70418,5530716,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5307,16,10308,1,0,1,2317,1188,1930,1,A1,39819,347600.0,-74.1472722675,40.5396088264,0.0,7.0,2.0,6.5,0.0,8.5,2.0,2.0,0.0,24.0,1.0,3.5,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,52.5,0.0,0.0,False,Q_1,January,7.8,5.0475,14375.0,2559.4,2196,113,-1392
70419,5530754,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5307,54,10308,1,0,1,3375,2350,2006,1,A5,40009,495000.0,-74.1458921442,40.5386169649,0.0,7.0,2.0,6.0,0.0,8.0,2.0,2.0,0.0,23.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,49.0,0.0,0.0,False,Q_3,July,9.5,5.222,14402.5,2559.4,2386,303,-1202
70421,55307130,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5307,130,10308,1,0,1,3375,2340,2009,1,A5,39906,499902.0,-74.1478461288,40.538801113,0.0,7.0,2.0,7.0,0.0,9.0,2.0,2.0,0.0,26.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,52.0,0.0,0.0,False,Q_2,April,9.0,4.81,14355.6,2559.4,2283,200,-1305
70424,5531041,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5310,41,10308,1,0,1,2500,1800,2001,1,A5,40122,450000.0,-74.1470136965,40.538187343,0.0,7.0,2.0,7.0,0.0,7.0,2.0,2.0,0.0,25.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,51.0,0.0,0.0,False,Q_4,November,9.9,4.875,14541.9,2559.4,2499,416,-1089
70425,55310108,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5310,108,10308,1,0,1,2500,2268,1995,1,A5,40142,469000.0,-74.14797741,40.5379720093,0.0,8.0,2.0,6.0,0.0,7.5,1.5,1.5,0.0,33.0,0.0,2.0,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,13.5,1.0,0.0,51.0,0.0,0.0,False,Q_4,November,9.9,4.875,14541.9,2559.4,2519,436,-1069
70427,5531139,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5311,39,10308,1,0,1,2670,1560,1975,1,A5,40052,425000.0,-74.14744045,40.5375637225,0.0,8.0,2.0,6.0,0.0,7.0,1.0,1.0,0.0,33.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,1.0,0.0,48.0,0.0,0.0,False,Q_3,August,9.6,5.1925,14402.5,2559.4,2429,346,-1159
70429,5531241,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5312,41,10308,1,0,1,1771,936,1975,1,A5,40007,325000.0,-74.1482372418,40.5367090585,0.0,8.0,2.0,5.0,0.0,8.0,1.0,1.0,0.0,42.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,44.0,0.0,0.0,False,Q_3,July,9.5,5.222,14402.5,2559.4,2384,301,-1204
70432,5531566,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5315,66,10312,1,0,1,1275,1465,1989,1,A5,39983,335000.0,-74.148541723,40.5361157846,0.0,5.5,2.0,4.5,0.0,8.0,1.0,1.0,0.0,47.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,38.0,0.0,0.0,False,Q_2,June,9.5,5.42,14355.6,2559.4,2360,277,-1228
70433,5531757,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5317,57,10312,1,0,1,2380,1470,1970,1,A5,39898,380000.0,-74.1496730563,40.5352606773,0.0,3.0,1.0,4.0,0.0,12.0,1.0,1.0,0.0,57.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,29.0,0.0,0.0,False,Q_1,March,8.7,5.0025,14375.0,2559.4,2275,192,-1313
70435,5532080,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5320,80,10312,1,0,1,3200,824,1930,1,A2,39962,308000.0,-74.1517788684,40.5342203718,0.0,1.0,0.0,3.0,0.0,15.0,1.0,1.0,0.0,55.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,22.0,0.0,0.0,False,Q_2,May,9.4,4.8575,14355.6,2559.4,2339,256,-1249
70438,5532177,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5321,77,10312,1,0,1,2560,2256,2006,1,A5,39993,498000.0,-74.152209487,40.5337449483,0.0,2.0,0.0,3.0,0.0,15.0,1.0,1.0,0.0,55.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,1.0,0.0,21.0,0.0,0.0,False,Q_2,June,9.5,5.42,14355.6,2559.4,2370,287,-1218
70439,5532178,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5321,78,10312,1,0,1,2240,2221,2006,1,A5,40135,494000.0,-74.1522491093,40.5337668543,0.0,2.0,0.0,3.0,0.0,15.0,1.0,1.0,0.0,55.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,1.0,0.0,21.0,0.0,0.0,False,Q_4,November,9.9,4.875,14541.9,2559.4,2512,429,-1076
70440,5532178,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5321,78,10312,1,0,1,2240,2221,2006,1,A5,39979,240000.0,-74.1522491093,40.5337668543,0.0,2.0,0.0,3.0,0.0,15.0,1.0,1.0,0.0,55.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,1.0,0.0,21.0,0.0,0.0,False,Q_2,June,9.5,5.42,14355.6,2559.4,2356,273,-1232
70442,55433141,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5433,141,10308,1,0,1,2029,2400,1999,1,A5,40135,455000.0,-74.1520305936,40.5515727623,0.0,10.0,4.0,5.0,0.0,10.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,7.0,0.0,47.0,1.0,1.0,False,Q_4,November,9.9,4.875,14541.9,2559.4,2512,429,-1076
70443,5543425,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5434,25,10308,1,0,1,4000,2250,1930,1,A1,39913,440000.0,-74.1533485721,40.5519854768,0.0,10.0,4.0,5.0,0.0,8.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,8.0,0.0,47.0,1.0,1.0,False,Q_2,April,9.0,4.81,14355.6,2559.4,2290,207,-1298
70445,5544244,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5442,44,10308,1,0,1,5723,2699,2010,1,A2,39861,425000.0,-74.1551498874,40.5544314308,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,1.0,False,Q_1,February,8.3,5.13,14375.0,2559.4,2238,155,-1350
70446,5544265,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5442,65,10308,1,0,1,2277,1496,1978,1,A9,39869,390000.0,-74.1561916056,40.5551683735,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,False,Q_1,February,8.3,5.13,14375.0,2559.4,2246,163,-1342
70447,5544280,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5442,80,10308,1,0,1,2277,1638,1978,1,A9,39993,70000.0,-74.156394266,40.5556539296,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,False,Q_2,June,9.5,5.42,14355.6,2559.4,2370,287,-1218
70448,55442111,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5442,111,10308,1,0,1,2500,2208,1977,1,A9,39869,411000.0,-74.1553757509,40.5556141399,0.0,1.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,10.5,0.0,0.0,False,Q_1,February,8.3,5.13,14375.0,2559.4,2246,163,-1342
70450,55442235,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5442,235,10308,1,0,1,2600,1680,1997,1,A1,40176,460000.0,-74.1544945951,40.5558376584,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,False,Q_4,December,9.9,4.93,14541.9,2559.4,2553,470,-1035
70451,55442302,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5442,302,10308,1,0,1,2600,1680,1997,1,A5,39990,465000.0,-74.1535375332,40.5559185415,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.6666666666667,0.0,0.0,False,Q_2,June,9.5,5.42,14355.6,2559.4,2367,284,-1221
70452,55442302,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5442,302,10308,1,0,1,2600,1680,1997,1,A5,39862,136825.0,-74.1535375332,40.5559185415,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.6666666666667,0.0,0.0,False,Q_1,February,8.3,5.13,14375.0,2559.4,2239,156,-1349
70454,5544630,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5446,30,10308,1,0,1,2286,1800,1980,1,A9,40003,359000.0,-74.1574580728,40.5581145729,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,False,Q_3,July,9.5,5.222,14402.5,2559.4,2380,297,-1208
70455,5544717,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5447,17,10308,1,0,1,2436,1240,1990,1,A5,40059,330000.0,-74.1562462082,40.5600513205,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0,False,Q_3,September,9.8,5.0575,14402.5,2559.4,2436,353,-1152
70456,5544717,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5447,17,10308,1,0,1,2436,1240,1990,1,A5,39954,360000.0,-74.1562462082,40.5600513205,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0,False,Q_2,May,9.4,4.8575,14355.6,2559.4,2331,248,-1257
70457,5544754,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5447,54,10308,1,0,1,1775,2005,1990,1,A5,40177,402658.0,-74.155287384,40.5609474294,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,9.0,0.0,0.0,False,Q_4,December,9.9,4.93,14541.9,2559.4,2554,471,-1034
70459,5544785,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5447,85,10308,1,0,1,8030,1252,1906,1,A1,40177,475000.0,-74.1546481161,40.5599738838,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,2.0,0.0,9.5,0.0,0.0,False,Q_4,December,9.9,4.93,14541.9,2559.4,2554,471,-1034
70460,55447175,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5447,175,10308,1,0,1,3750,2060,2004,1,A5,40105,500000.0,-74.1551096595,40.5603547903,0.0,0.5,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,9.5,0.0,0.0,False,Q_4,October,10.0,4.952,14541.9,2559.4,2482,399,-1106
70466,5545138,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5451,38,10308,1,0,1,3000,1600,1970,1,A9,40070,425000.0,-74.1570272332,40.5616093083,0.0,0.0,0.0,0.0,0.0,15.6666666666667,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,False,Q_3,September,9.8,5.0575,14402.5,2559.4,2447,364,-1141
70468,5545230,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5452,30,10308,1,0,1,2210,2800,2006,1,A5,39954,422838.0,-74.1537385668,40.5494487474,0.0,10.0,3.0,5.0,0.0,7.0,0.0,0.0,0.0,29.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,8.0,0.0,54.0,1.0,1.0,False,Q_2,May,9.4,4.8575,14355.6,2559.4,2331,248,-1257
70469,5545267,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5452,67,10308,1,0,1,611,1120,1990,1,A5,40037,265000.0,-74.1551081826,40.5488677498,0.0,10.6666666666667,3.66666666666667,2.0,0.0,5.0,0.0,0.0,0.0,23.6666666666667,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.6666666666667,8.33333333333333,0.0,54.3333333333333,1.0,1.0,False,Q_3,August,9.6,5.1925,14402.5,2559.4,2414,331,-1174
70472,554578,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5457,8,10308,1,0,1,3636,2016,1975,1,A5,40064,534800.0,-74.1583787962,40.5578745083,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,False,Q_3,September,9.8,5.0575,14402.5,2559.4,2441,358,-1147
70473,5545710,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5457,10,10308,1,0,1,2424,1728,1975,1,A5,39848,380250.0,-74.1583462316,40.5578004432,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,False,Q_1,February,8.3,5.13,14375.0,2559.4,2225,142,-1363
70475,5545725,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5457,25,10308,1,0,1,2424,1408,1975,1,A9,40017,385000.0,-74.1581327543,40.5573149055,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,False,Q_3,July,9.5,5.222,14402.5,2559.4,2394,311,-1194
70476,5545776,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5457,76,10308,1,0,1,1494,1330,1990,1,A9,39861,315000.0,-74.1593900845,40.5578868333,0.0,3.0,1.0,1.0,0.0,13.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,25.0,0.0,0.0,False,Q_1,February,8.3,5.13,14375.0,2559.4,2238,155,-1350
70478,55457110,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5457,110,10308,1,0,1,2352,2016,1979,1,A5,39835,315000.0,-74.1570925043,40.5572257543,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,False,Q_1,January,7.8,5.0475,14375.0,2559.4,2212,129,-1376
70479,5545857,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5458,57,10308,1,0,1,3053,1667,1988,1,A9,40142,405000.0,-74.1598858229,40.559017007,0.0,3.0,1.0,1.0,0.0,13.0,1.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,1.0,28.0,0.0,0.0,False,Q_4,November,9.9,4.875,14541.9,2559.4,2519,436,-1069
70481,55458160,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5458,160,10308,1,0,1,2121,1092,1979,1,A9,40161,332500.0,-74.1592762588,40.5599565797,0.0,3.0,0.0,1.0,0.0,17.0,1.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,1.0,23.0,0.0,0.0,False,Q_4,December,9.9,4.93,14541.9,2559.4,2538,455,-1050
70486,55460122,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5460,122,10308,1,0,1,2573,1276,1975,1,A9,40007,330630.0,-74.1575832876,40.5486447948,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,44.0,0.0,0.0,False,Q_3,July,9.5,5.222,14402.5,2559.4,2384,301,-1204
70488,55460125,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5460,125,10308,1,0,1,2528,1276,1975,1,A9,40023,420000.0,-74.1574035871,40.5487356202,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,44.0,0.0,0.0,False,Q_3,July,9.5,5.222,14402.5,2559.4,2400,317,-1188
70489,55460155,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5460,155,10308,1,0,1,2403,1360,1975,1,A9,40001,377500.0,-74.1560774046,40.5494153994,0.0,10.5,4.0,1.5,0.0,2.5,0.0,0.0,0.0,15.5,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.5,6.0,0.0,46.0,1.0,1.0,False,Q_3,July,9.5,5.222,14402.5,2559.4,2378,295,-1210
70491,5546862,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5468,62,10308,1,0,1,3000,1880,1970,1,A9,40067,415000.0,-74.1580747032,40.5525527347,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,False,Q_3,September,9.8,5.0575,14402.5,2559.4,2444,361,-1144
70494,5546922,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5469,22,10308,1,0,1,4000,1848,1970,1,A1,39974,465000.0,-74.1590134585,40.5538744389,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.5,0.0,0.0,False,Q_2,June,9.5,5.42,14355.6,2559.4,2351,268,-1237
70495,5547126,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5471,26,10308,1,0,1,4000,1336,1965,1,A1,40105,543000.0,-74.1591644387,40.5553180015,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.5,0.0,11.5,0.0,0.0,False,Q_4,October,10.0,4.952,14541.9,2559.4,2482,399,-1106
70497,5547641,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5476,41,10308,1,0,1,2575,1440,1975,1,A9,40165,399000.0,-74.160322727,40.5581188443,0.0,3.0,1.0,1.0,0.0,11.0,1.0,1.0,0.0,7.11111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,3.0,1.0,25.0,0.0,0.0,False,Q_4,December,9.9,4.93,14541.9,2559.4,2542,459,-1046
70498,5547958,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5479,58,10308,1,0,1,3100,1226,1975,1,A9,40155,470000.0,-74.1614181398,40.560178664,0.0,4.5,1.0,1.0,0.0,10.5,1.0,1.0,0.0,6.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.5,1.0,39.5,0.0,0.0,False,Q_4,December,9.9,4.93,14541.9,2559.4,2532,449,-1056
70499,5547987,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5479,87,10308,1,0,1,1734,1800,1989,1,A5,39827,385000.0,-74.1614880714,40.5608208517,0.0,4.0,1.0,1.0,0.0,10.0,1.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,39.0,0.0,0.0,False,Q_1,January,7.8,5.0475,14375.0,2559.4,2204,121,-1384
70500,5548121,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5481,21,10312,1,0,1,2500,1088,1975,1,A9,40114,119110.0,-74.1618996104,40.5479745454,0.0,13.0,5.0,2.0,0.0,7.0,1.0,1.0,0.0,30.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,1.0,57.0,1.0,1.0,False,Q_4,October,10.0,4.952,14541.9,2559.4,2491,408,-1097
70503,554828,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5482,8,10312,1,0,1,5950,1200,1935,1,A1,39825,325000.0,-74.162213417,40.5468048113,0.0,18.0,8.0,2.0,0.0,9.0,2.0,2.0,0.0,42.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,2.0,60.0,1.0,1.0,False,Q_1,January,7.8,5.0475,14375.0,2559.4,2202,119,-1386
70504,5548417,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5484,17,10312,1,0,1,2600,1564,1970,1,A9,40164,200000.0,-74.162344244,40.5502987757,0.0,4.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,28.0,0.0,0.0,False,Q_4,December,9.9,4.93,14541.9,2559.4,2541,458,-1047
70510,55487215,2009,GREAT KILLS,01  ONE FAMILY HOMES,1,5487,215,10312,1,0,1,3003,1512,1970,1,A9,40057,355000.0,-74.1629213501,40.5523346105,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,14.0,0.0,0.0,False,Q_3,September,9.8,5.0575,14402.5,2559.4,2434,351,-1154
