property_id,bbl_id,acquired_date,acquired_price,monthly_rent
SI-0614,564541,2007-09-18,309300,2150
SI-0615,5139113,2009-01-08,235248,1750
SI-0616,5369226,2012-03-29,458000,3250
SI-0617,5510538,2010-06-18,473500,2650
SI-0618,533705,2010-07-26,565000,3900
SI-0619,51435145,2010-12-09,600000,3200
SI-0620,55458142,2010-04-08,396550,2825
SI-0621,51236134,2010-03-17,190000,1475
SI-0622,5101522,2008-05-14,320500,2350
SI-0623,51186105,2005-06-23,293550,1825
SI-0624,5126651,2006-09-05,375000,2575
SI-0625,5580310,2012-08-15,445000,3025
SI-0626,5794223,2009-01-21,610000,2875
SI-0627,5124674,2008-01-29,355000,2200
SI-0628,5322225,2006-10-30,295978,2225
SI-0629,57317317,2013-01-17,324500,1825
SI-0630,5103020,2006-09-08,527000,3875
SI-0631,51992142,2013-08-30,445000,3175
SI-0632,5849178,2011-06-29,449000,4075
SI-0633,5289778,2010-08-30,283250,2075
SI-0634,5198137,2011-01-03,360000,2525
SI-0635,573654,2009-12-22,445000,3175
SI-0636,51050152,2007-05-02,486723,3575
SI-0637,55447152,2013-08-15,327000,1850
SI-0638,56018159,2013-08-12,296844,2125
SI-0639,5693060,2005-07-12,380000,2600
SI-0640,5521108,2005-03-10,270000,2425
SI-0641,5569270,2013-02-19,360000,1925
SI-0642,5320753,2013-11-12,400000,2225
SI-0643,55619,2005-03-07,304220,2300
SI-0644,5103854,2005-10-28,259700,2250
SI-0645,5362237,2010-10-20,397000,2650
SI-0646,5628324,2012-09-14,540000,3650
SI-0647,511925,2013-06-18,445000,2975
SI-0648,5123065,2005-08-25,395000,3775
SI-0649,5322845,2011-09-12,620000,3750
SI-0650,5329174,2007-06-19,467000,3300
SI-0651,54500238,2010-11-17,325000,2450
SI-0652,5515757,2010-12-17,350000,2425
SI-0653,584560,2006-01-17,698000,4300
SI-0654,5471921,2007-04-13,407500,3225
SI-0655,5580108,2007-07-12,300000,2150
SI-0656,57853114,2008-07-09,505000,3425
SI-0657,52625169,2010-06-09,290000,2400
SI-0658,52897110,2006-12-20,307500,2175
SI-0659,5370821,2007-08-31,464000,3175
SI-0660,552779,2010-10-08,435000,3225
SI-0661,54478436,2005-12-12,359000,2675
SI-0662,5604410,2010-08-30,312000,2500
SI-0663,564841,2009-12-23,295000,1900
SI-0664,5324926,2011-09-13,375000,2675
SI-0665,5601980,2008-07-02,340000,2300
SI-0666,5112655,2006-05-26,456300,3300
SI-0667,5277102,2010-06-24,500000,3775
SI-0668,51478149,2012-05-02,315000,2000
SI-0669,569109,2010-10-15,600000,3550
SI-0670,5238614,2007-09-21,507275,3925
SI-0671,52113309,2013-10-09,507000,3600
SI-0672,557525,2007-10-25,437750,3125
SI-0673,5466022,2010-04-26,844129,5175
SI-0674,51039264,2007-10-30,350000,2450
SI-0675,5103676,2007-04-12,580000,4000
SI-0676,5380423,2007-05-10,170000,1275
SI-0677,5102625,2011-04-04,285000,1975
SI-0678,552452,2006-11-21,465000,2700
SI-0679,5138215,2012-10-25,377000,2100
SI-0680,5288829,2007-03-26,330000,2025
SI-0681,53026,2007-05-11,510000,3275
SI-0682,5167424,2011-03-10,380000,3000
SI-0683,53806127,2007-01-16,390000,3625
SI-0684,574997,2007-12-27,905000,4950
SI-0685,5321190,2010-11-17,525000,3325
SI-0686,5563677,2012-09-11,535000,3225
SI-0687,5571,2011-11-02,265000,2150
SI-0688,5138219,2007-08-23,390000,3100
SI-0689,519443,2010-06-03,275000,2050
SI-0690,5577217,2007-12-28,381600,2675
SI-0691,5616510,2013-02-08,603000,3750
SI-0692,5288243,2011-02-16,360000,3050
SI-0693,54645132,2012-08-13,418000,2200
SI-0694,571835,2012-04-23,296000,2025
SI-0695,52983169,2012-05-11,550000,3800
SI-0696,521111,2013-05-28,223500,1900
SI-0697,5571136,2010-01-26,715000,4375
SI-0698,5525712,2012-10-22,247500,1850
SI-0699,5124846,2010-09-30,191500,1475
SI-0700,5125412,2012-12-05,340000,2550
SI-0701,5364653,2012-06-07,765000,4475
SI-0702,5457928,2012-05-21,440000,3300
SI-0703,5688736,2011-01-11,330000,2625
SI-0704,580221,2005-04-19,550000,3125
SI-0705,5362818,2010-10-01,225000,1675
SI-0706,5373545,2006-07-07,405600,2275
SI-0707,57317145,2008-09-15,484500,3125
SI-0708,52859234,2011-08-02,286000,2275
SI-0709,56087131,2012-08-28,380000,3100
SI-0710,570521,2005-03-03,660000,4475
SI-0711,528566,2007-01-05,445000,2875
SI-0712,5101277,2012-05-01,250000,1975
SI-0713,55458160,2013-06-12,385000,2375
SI-0714,57572131,2013-11-21,230000,1475
SI-0715,5509837,2013-12-30,477000,3400
SI-0716,56249268,2013-08-01,525000,2950
SI-0717,56958,2009-10-26,499995,3550
SI-0718,55268190,2009-10-15,476250,3825
SI-0719,5689405,2006-08-29,728000,5050
SI-0720,5430817,2013-08-01,461500,3575
SI-0721,530379,2012-04-19,670000,4650
SI-0722,546102,2010-10-22,323000,2400
SI-0723,53886,2006-10-05,304200,2050
SI-0724,55494170,2005-04-25,435000,2775
SI-0725,5104019,2009-08-04,156000,1200
SI-0726,5143621,2009-10-29,452000,3000
SI-0727,5264315,2009-05-13,385000,2650
SI-0728,55718104,2010-03-22,453000,2875
SI-0729,5709320,2009-09-08,420000,3100
SI-0730,5547132,2013-07-18,183800,1225
SI-0731,516586,2007-09-27,480000,3725
SI-0732,57317309,2011-04-21,385000,2800
SI-0733,55642184,2012-10-15,315000,1700
SI-0734,578310,2009-05-26,400000,3175
SI-0735,5602835,2007-12-03,331950,2075
SI-0736,5300384,2007-09-14,470000,3250
SI-0737,547642,2012-07-11,631315,3325
SI-0738,57863239,2009-04-14,347000,2800
SI-0739,5245133,2010-06-25,547000,3900
SI-0740,5625273,2007-05-14,875000,4375
SI-0741,5545140,2008-09-11,133516,1075
SI-0742,5303784,2013-02-01,378000,2275
SI-0743,52432,2010-08-05,272000,1925
SI-0744,55458128,2012-06-14,366800,2800
SI-0745,512526,2007-09-06,343200,2125
SI-0746,51713,2010-06-11,195558,1600
SI-0747,51213143,2006-01-26,445146,2700
SI-0748,5804530,2013-12-05,590000,3425
SI-0749,5476774,2013-11-14,285789,2500
SI-0750,5670060,2007-01-29,910000,5525
SI-0751,5123828,2006-03-28,353886,3000
SI-0752,5479261,2010-07-16,450000,2975
SI-0753,5785019,2008-12-30,300000,1925
SI-0754,5603122,2010-09-24,302500,1775
SI-0755,5197843,2009-02-25,450000,3250
SI-0756,5697238,2012-10-30,463600,2950
SI-0757,55171,2006-09-06,404068,2575
SI-0758,52899171,2008-03-11,315000,2525
SI-0759,56979266,2007-12-12,610848,3075
SI-0760,5167220,2009-09-28,349931,2550
SI-0761,528596,2013-05-15,373000,3300
SI-0762,5777522,2009-03-27,993812,7025
SI-0763,5198212,2009-07-21,540000,4250
SI-0764,5337342,2009-10-01,355000,1950
SI-0765,5446615,2008-08-28,445000,2475
SI-0766,56979250,2009-07-10,552400,2900
SI-0767,569557,2007-06-20,485000,3850
SI-0768,5712124,2008-07-11,399000,2700
SI-0769,550511,2007-07-13,300000,2150
SI-0770,51277338,2006-08-01,300000,2200
SI-0771,55489359,2005-10-06,410000,2550
SI-0772,5802268,2010-06-23,425000,3850
SI-0773,5407134,2010-08-31,330000,2200
SI-0774,55187,2005-10-14,583000,3850
SI-0775,5435955,2009-08-24,380000,2375
SI-0776,5510837,2012-10-18,281500,2375
SI-0777,5332550,2009-07-17,385000,3075
SI-0778,557940,2008-08-26,138700,1150
SI-0779,5532520,2006-10-11,530450,3975
SI-0780,5553528,2010-06-30,458000,3900
SI-0781,5686425,2005-08-16,865512,3600
SI-0782,5544570,2013-07-02,370000,2575
SI-0783,557675,2011-08-03,570000,3250
SI-0784,5340317,2008-06-13,304000,2200
SI-0785,559096,2006-03-22,315000,1950
SI-0786,5298385,2007-05-30,450000,3175
SI-0787,5849260,2006-06-07,900000,5050
SI-0788,5289998,2010-05-24,297000,2400
SI-0789,56222131,2006-03-20,505986,2800
SI-0790,5620970,2009-03-05,549855,3350
SI-0791,523890,2009-03-04,525000,2775
SI-0792,542116,2009-02-06,448000,3050
SI-0793,5254257,2007-08-22,495000,3000
SI-0794,5569157,2013-07-23,335000,2200
SI-0795,5211326,2007-09-05,580000,3500
SI-0796,5198479,2011-11-09,454700,2525
SI-0797,5704575,2007-04-10,757500,3825
SI-0798,511990,2010-11-30,390000,2800
SI-0799,5122293,2006-04-26,370000,2350
SI-0800,535459,2009-01-28,440000,3300
SI-0801,5702051,2005-06-21,425000,2000
SI-0802,5334847,2010-06-25,410000,2725
SI-0803,5547116,2013-08-08,485000,3950
SI-0804,537854,2007-01-31,425000,2500
SI-0805,52372279,2013-08-12,279000,2150
SI-0806,55442250,2005-06-13,465000,2525
SI-0807,5350017,2005-08-23,608550,3725
SI-0808,52925376,2006-08-16,266000,1600
SI-0809,57356450,2007-06-25,490730,2875
SI-0810,5560491,2010-11-18,445000,3125
SI-0811,530310,2013-10-18,410000,3100
SI-0812,5102777,2007-08-30,408000,2675
SI-0813,5666827,2007-03-19,763136,3225
SI-0814,52410230,2007-11-20,314150,2225
SI-0815,554133,2006-08-08,455000,3850
SI-0816,5501535,2010-11-09,350000,2800
SI-0817,57710514,2012-06-20,445000,3350
SI-0818,5110315,2007-10-01,357900,2675
SI-0819,5502962,2007-01-31,630000,3425
SI-0820,5289223,2012-09-27,332500,2425
SI-0821,5621924,2006-12-14,395359,2750
SI-0822,5303560,2006-04-04,244000,1925
SI-0823,562648,2012-08-22,400000,3200
SI-0824,55497232,2012-07-20,480000,3325
SI-0825,543436,2007-11-28,445000,2900
SI-0826,5532178,2009-11-18,494000,2800
SI-0827,56249274,2007-08-20,510000,3350
SI-0828,54583103,2013-11-25,530000,2650
SI-0829,5360943,2011-04-06,330000,2100
SI-0830,5690932,2012-06-08,824782,5900
SI-0831,5115930,2012-05-16,325000,2200
SI-0832,56789126,2007-08-21,845000,5050
SI-0833,5335917,2007-04-16,280000,1850
SI-0834,54007161,2011-01-25,340000,2200
SI-0835,55214,2006-07-31,328600,2350
SI-0836,5121100,2013-11-08,130000,825
SI-0837,5786661,2009-12-10,980000,6875
SI-0838,5849291,2007-05-25,465000,2850
SI-0839,5788455,2013-01-24,434000,2675
SI-0840,5752622,2012-02-13,365000,2350
SI-0841,58026153,2009-07-29,559900,3475
SI-0842,54089,2012-12-07,398000,2475
SI-0843,5114018,2012-03-19,150000,1000
SI-0844,5355715,2012-01-12,605000,4575
SI-0845,57786103,2010-05-07,748413,3925
SI-0846,5685717,2006-05-09,1095000,6750
SI-0847,51429,2013-11-13,550000,3625
SI-0848,515551,2009-07-06,367500,2050
SI-0849,5275185,2009-10-29,325000,2400
SI-0850,511846,2008-12-04,350000,3025
SI-0851,51560215,2007-03-12,315000,2225
SI-0852,5608730,2011-04-14,740000,3700
SI-0853,5383734,2009-11-02,415000,3200
SI-0854,52813,2010-05-28,287000,2200
SI-0855,511716,2008-05-05,514000,3400
SI-0856,51701153,2006-06-29,370000,3025
SI-0857,5103749,2010-05-14,345000,2325
SI-0858,5121677,2007-01-31,540600,3350
SI-0859,5786829,2009-02-18,385000,3000
SI-0860,518228,2009-04-30,357942,2875
SI-0861,569589,2008-08-20,280000,1600
SI-0862,5209041,2009-09-14,267800,2175
SI-0863,51597202,2008-03-26,334750,2325
SI-0864,5150279,2012-11-29,325000,2325
SI-0865,5426813,2010-04-16,380000,2950
SI-0866,5672944,2010-07-12,952063,5675
SI-0867,55636129,2006-11-08,565000,3550
SI-0868,56805116,2010-11-22,550000,3675
SI-0869,55694100,2007-06-21,580000,4300
SI-0870,5601913,2010-12-29,314000,2500
SI-0871,5361126,2006-08-28,520000,3575
SI-0872,5427318,2013-05-16,513000,3750
SI-0873,5116558,2008-01-09,360000,2100
SI-0874,512587,2009-02-20,321000,2475
SI-0875,5408223,2007-10-01,376000,2950
SI-0876,562174,2006-02-01,445000,3425
SI-0877,5544277,2007-06-19,410000,2725
SI-0878,55494264,2013-02-26,407500,2750
SI-0879,5298128,2013-03-06,620000,4350
SI-0880,542624,2007-11-01,393000,2950
SI-0881,5407096,2007-01-18,461440,3575
SI-0882,5559252,2012-06-04,380000,2450
SI-0883,5288920,2007-07-20,360500,2450
SI-0884,55744115,2007-07-31,233810,1650
SI-0885,52325,2006-04-07,480000,3725
SI-0886,5540443,2006-06-28,990000,5450
SI-0887,5365723,2006-08-10,395000,3350
SI-0888,5332148,2013-04-24,425000,2625
SI-0889,57596102,2007-03-07,495846,3225
SI-0890,570851,2013-12-02,423343,3125
SI-0891,5708439,2010-06-30,315000,2325
SI-0892,5601879,2007-07-16,284000,1825
SI-0893,55740138,2009-07-24,277000,2050
SI-0894,549653,2012-07-30,380000,2800
SI-0895,5146916,2006-06-12,415000,3475
SI-0896,51132129,2006-07-21,334750,2275
SI-0897,5713112,2007-06-14,396900,3075
SI-0898,5786038,2008-09-05,255000,2200
SI-0899,55735339,2012-04-24,451230,3075
SI-0900,516107,2010-05-06,280000,2075
SI-0901,52925650,2007-11-14,310000,2400
SI-0902,52371191,2008-04-02,360000,2250
SI-0903,5675956,2008-05-08,354900,3325
SI-0904,5258166,2010-03-22,537500,3200
SI-0905,5358941,2007-11-02,371000,2875
SI-0906,5148393,2006-08-08,496347,3150
SI-0907,51670282,2007-02-01,526000,3275
SI-0908,536051,2012-06-22,425000,3000
SI-0909,5237927,2010-03-16,460000,2525
SI-0910,5549495,2010-10-05,475000,3225
SI-0911,521673,2007-04-19,391911,3150
SI-0912,57596244,2007-05-24,574293,3225
SI-0913,5339331,2009-02-12,393000,2825
SI-0914,511017,2006-09-05,456705,3650
SI-0915,5837137,2010-06-30,680000,3700
SI-0916,537178,2010-06-24,299250,2075
SI-0917,579971,2009-11-16,360000,2750
SI-0918,5593705,2012-12-18,351000,2475
SI-0919,532948,2010-07-29,620000,4000
SI-0920,5329033,2012-12-03,385000,2450
SI-0921,52111104,2011-02-24,480000,2975
SI-0922,5162246,2007-04-06,450000,3200
SI-0923,5803636,2008-12-10,650000,4900
SI-0924,5353991,2012-08-13,360000,2600
SI-0925,5696725,2008-07-31,441000,3000
SI-0926,5286812,2010-02-05,200772,1525
SI-0927,51814,2009-10-28,315000,2375
SI-0928,5110043,2007-12-19,278000,1900
SI-0929,5123832,2006-04-25,353886,2175
SI-0930,52390332,2008-05-05,545000,3375
SI-0931,5348143,2010-12-16,140000,975
SI-0932,544761,2007-10-02,470000,3650
SI-0933,5601468,2008-04-24,740267,4725
SI-0934,535261,2007-06-22,661862,4675
SI-0935,5803843,2009-07-02,705000,5150
SI-0936,5309919,2007-01-24,437500,3100
SI-0937,55460122,2009-07-13,330630,2025
SI-0938,5138328,2006-01-13,375000,2750
SI-0939,546109,2010-06-10,480000,2950
SI-0940,5340432,2009-09-22,378222,3150
SI-0941,545653,2008-05-15,410000,2975
SI-0942,5357264,2013-04-05,707500,4675
SI-0943,5387152,2010-05-28,212000,1550
SI-0944,527789,2013-05-09,465000,3575
SI-0945,5331525,2010-06-30,345000,2325
SI-0946,548472,2005-11-03,450000,3175
SI-0947,55741131,2012-04-27,150000,1075
SI-0948,5104815,2007-01-03,355350,2200
SI-0949,51272291,2006-01-24,386233,2375
SI-0950,5804319,2010-08-17,450000,3300
SI-0951,55744161,2005-01-12,280000,2025
SI-0952,5122954,2010-02-19,422940,3225
SI-0953,580379,2008-10-22,715000,4150
SI-0954,5682738,2010-06-17,675000,4350
SI-0955,5545817,2007-05-24,425000,3075
SI-0956,5404178,2006-01-24,518289,2700
SI-0957,556281,2012-10-19,221750,1925
SI-0958,5335918,2010-02-22,410000,3475
SI-0959,5353895,2013-10-04,365000,2475
SI-0960,5168145,2007-03-29,360000,3075
SI-0961,515574,2009-09-30,455000,3350
SI-0962,5146016,2006-07-14,490000,3025
SI-0963,5207067,2011-07-12,355000,1350
SI-0964,512374,2006-08-28,310000,2525
SI-0965,51263201,2006-12-14,288400,1650
SI-0966,55735312,2012-10-19,451230,2300
SI-0967,5299136,2005-09-07,450000,3350
SI-0968,52674,2012-11-19,355000,2475
SI-0969,56701,2011-07-28,515000,3475
SI-0970,5497733,2013-05-29,499500,3175
SI-0971,5562841,2012-02-21,665000,4025
SI-0972,525853,2013-09-18,570000,3750
SI-0973,553658,2007-11-15,501930,3175
SI-0974,55741243,2007-09-17,275600,1475
SI-0975,5144221,2013-11-06,305000,2375
SI-0976,57826117,2009-12-01,825000,4850
SI-0977,536742,2008-12-01,440000,3100
SI-0978,5364165,2007-12-12,410000,2850
SI-0979,5199236,2008-04-22,241094,2000
SI-0980,5466610,2007-12-17,410000,2775
SI-0981,557446,2005-10-31,390000,3025
SI-0982,5112716,2005-02-28,365000,2700
SI-0983,5209122,2008-04-29,300000,2000
SI-0984,515726,2010-06-30,328600,2475
SI-0985,5515633,2013-05-31,375000,2600
SI-0986,5285343,2005-09-26,348000,2225
SI-0987,5337614,2005-03-01,404586,2050
SI-0988,5546343,2006-06-22,635000,4425
SI-0989,5451032,2005-10-21,390000,2950
SI-0990,536897,2010-08-26,354000,2675
SI-0991,51149136,2007-03-23,296800,2550
SI-0992,5310271,2013-08-15,429000,2325
SI-0993,5688213,2012-07-17,420000,2400
SI-0994,52372111,2009-06-25,395000,2075
SI-0995,583965,2008-09-03,600000,3125
SI-0996,55307127,2007-01-25,510000,3550
SI-0997,578635,2010-05-24,290000,1900
SI-0998,55491275,2009-08-10,360000,2900
SI-0999,5123827,2006-02-28,353886,2700
SI-1000,51670293,2007-12-19,305000,2250
